user_id,client_name,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9,answer10,answer11,answer12,answer13,answer14,answer15,answer16,answer17,answer18,answer19,answer20,answer21,answer22,answer23,answer24,answer25,log_total_time,device
57564,client4,3,3,2,3,1,1,4,3,1,3,1,1,2,1,1,1,2,1,3,3,2,1,3,4,1,8.300851704,NA
57672,client4,4,1,2,1,0,1,3,1,3,3,1,1,2,1,1,3,2,3,4,3,4,3,2,4,4,8.439471189,NA
57682,client4,3,4,2,0,3,1,3,2,1,2,1,1,3,1,3,2,2,1,3,3,3,1,3,3,1,7.958964591,NA
57790,client4,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,3,1,1,1,1,9.245605387,NA
57804,client4,3,3,2,9,0,1,1,4,1,3,1,1,1,1,1,1,1,2,4,4,3,1,4,4,3,8.256358157,NA
57823,client4,3,3,2,2,1,1,4,1,3,2,1,1,3,2,1,1,2,1,2,3,3,2,3,2,2,7.282440166,NA
57913,client4,3,4,2,5,1,1,1,1,1,3,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,7.412596834,NA
58080,client4,3,1,2,2,5,4,1,1,2,4,1,1,3,2,1,1,1,1,3,3,2,1,1,4,1,8.373212653,NA
58185,client4,4,1,1,-3,2,1,3,1,1,1,1,1,4,1,1,1,1,1,3,3,3,2,2,3,1,8.364685861,NA
58206,client4,4,1,2,2,1,1,1,4,1,2,1,1,1,1,1,1,2,1,1,3,4,1,4,4,1,7.729600817,NA
58208,client4,3,3,2,0,1,3,4,3,2,4,1,1,2,2,1,1,2,2,4,3,2,1,3,2,1,10.83455024,NA
58255,client4,4,1,2,0,2,1,2,1,1,1,1,1,2,1,1,1,2,1,4,4,2,1,1,3,1,12.03574128,NA
58262,client4,1,1,1,4,5,1,1,1,2,4,1,1,1,1,1,1,1,1,3,4,1,1,1,4,3,7.832142347,NA
58363,client4,3,3,2,2,3,1,1,1,3,3,1,1,2,1,1,1,2,2,1,3,3,3,1,2,1,7.151285601,NA
58884,client4,4,2,2,5,5,1,4,1,3,2,1,1,4,1,1,2,1,1,4,3,3,4,3,4,1,7.959807964,NA
58937,client4,1,1,2,7,0,1,3,3,1,4,1,1,1,1,4,1,2,1,4,3,3,1,3,3,4,8.12938606,NA
58956,client4,4,1,2,0,2,1,3,1,1,1,1,1,1,1,4,3,2,1,4,1,3,1,3,1,1,13.15784853,NA
59007,client4,3,2,2,2,0,1,3,3,3,3,2,1,3,2,3,2,2,2,3,3,3,2,3,3,1,8.291349247,NA
59051,client4,3,3,2,0,2,1,3,2,1,3,1,1,2,2,2,1,2,1,2,2,3,2,3,3,1,7.464188866,NA
59134,client4,4,4,2,3,0,1,3,1,1,3,1,1,1,1,1,1,2,1,4,3,4,1,2,3,1,8.901883864,NA
59241,client4,3,1,2,0,2,1,4,3,1,4,1,1,1,2,4,1,2,1,4,2,3,4,1,3,1,11.8183081,NA
59244,client4,3,1,2,-4,3,1,2,1,1,3,1,1,2,4,1,1,1,1,4,1,3,1,3,3,1,8.134859282,NA
59316,client4,3,1,2,3,0,1,2,2,2,1,1,1,2,1,1,1,2,1,4,4,2,3,2,4,1,8.560003608,NA
59399,client4,3,2,2,4,3,1,3,2,3,3,2,2,2,2,2,2,2,3,3,3,3,2,3,3,3,14.07026314,NA
59406,client4,3,3,2,1,3,1,4,1,4,1,1,1,1,1,3,1,2,1,2,1,2,1,1,3,3,7.879574564,NA
59639,client4,3,3,2,2,0,3,3,1,4,2,1,1,3,1,2,1,2,1,3,3,4,2,1,1,3,7.994405304,NA
59703,client4,3,1,2,3,0,1,2,1,1,4,1,1,3,1,4,1,2,1,4,4,2,1,2,1,2,8.253536452,NA
59709,client4,3,1,2,0,3,1,3,1,3,1,1,1,1,1,1,1,2,4,4,3,4,1,2,4,3,8.235319551,NA
59720,client4,3,3,2,0,0,3,4,2,3,2,2,1,2,3,3,2,2,3,3,3,3,2,2,3,2,7.198572432,NA
59878,client4,3,3,2,0,4,1,3,1,3,3,1,1,3,3,4,1,2,1,2,2,3,1,3,4,2,10.1418728,NA
59880,client4,3,1,2,0,9,1,3,1,3,4,1,1,1,1,1,1,2,1,3,3,3,1,4,3,1,7.949019842,NA
60007,client4,3,4,1,3,1,3,3,1,3,3,1,1,2,1,3,1,2,2,2,3,3,1,1,3,1,7.764240803,NA
60050,client4,3,1,2,-1,0,1,1,1,1,3,1,1,1,1,1,1,2,1,1,3,1,1,3,3,1,7.872035855,NA
60061,client4,3,1,2,1,0,1,3,1,2,3,1,1,1,1,1,1,2,1,3,3,2,2,1,3,1,7.455390442,NA
60119,client4,1,1,2,-3,8,1,3,4,1,1,1,1,1,1,4,1,2,1,3,3,3,1,1,4,1,7.871551159,NA
60207,client4,2,3,2,1,0,1,3,2,3,3,1,1,3,1,3,1,2,1,3,3,3,1,1,3,3,7.483765653,NA
60228,client4,2,1,1,9,1,1,1,1,2,2,1,1,3,1,3,1,1,1,3,3,2,1,2,2,3,7.609204403,NA
60456,client4,3,1,2,0,6,1,1,1,1,1,1,1,3,1,1,1,2,1,2,3,1,1,1,2,1,7.833601016,NA
60596,client4,3,1,2,1,1,1,3,2,3,1,1,1,1,3,2,1,2,1,2,1,3,1,3,2,1,10.74110955,NA
60715,client4,3,1,2,2,2,1,3,1,1,1,1,1,1,2,3,1,2,1,4,3,3,1,3,3,2,8.659310445,NA
60741,client4,4,1,2,1,1,1,3,1,1,4,1,1,1,1,1,1,2,4,4,4,4,1,3,4,1,12.45910444,NA
60919,client4,3,1,2,0,2,1,3,1,2,3,1,1,3,3,4,1,2,1,3,2,2,1,3,3,1,8.666357575,NA
61079,client4,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,8.107291356,NA
61228,client4,3,1,2,0,1,4,3,1,1,3,1,1,1,1,1,1,2,1,4,3,1,1,3,1,1,7.829960883,NA
61233,client4,2,2,2,1,1,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.507482592,NA
61442,client4,1,4,2,0,2,1,4,1,4,3,1,1,1,1,2,1,2,1,3,3,1,1,1,2,1,8.431043843,NA
61479,client4,3,2,2,-5,-1,1,2,1,1,2,1,1,2,2,4,1,2,1,3,4,1,1,3,3,1,12.64553858,NA
61488,client4,3,3,2,4,3,3,4,1,1,3,1,1,3,1,1,1,2,1,2,2,2,1,3,2,1,7.777571404,NA
61724,client4,3,3,2,0,1,1,2,3,1,2,1,2,1,2,2,3,2,2,1,2,3,1,2,3,3,12.72120717,NA
61769,client4,3,2,2,4,4,1,4,3,1,4,1,1,1,1,4,3,2,1,4,3,2,1,4,3,1,8.745883252,NA
61899,client4,4,3,2,2,2,1,1,1,1,3,2,1,1,1,4,1,2,1,1,1,1,1,1,1,1,7.748324553,NA
61968,client4,3,2,2,1,0,1,3,1,3,3,1,1,2,1,1,1,2,1,3,3,2,2,2,3,1,7.25728405,NA
62038,client4,3,2,1,2,0,1,2,3,2,3,1,1,1,1,3,1,2,3,3,2,3,1,2,3,3,7.749350482,NA
62042,client4,2,1,2,2,3,1,3,1,3,4,1,1,1,2,3,1,2,1,2,3,3,2,1,4,1,8.012017245,NA
62069,client4,3,3,2,2,2,1,3,1,1,1,1,1,1,1,3,1,2,1,3,3,3,1,3,1,1,7.56819485,NA
62142,client4,3,3,2,4,1,1,3,1,3,1,1,1,1,1,3,3,2,1,4,1,4,1,4,3,4,13.33194672,NA
62272,client4,3,1,1,2,1,2,2,2,1,3,1,1,2,3,3,1,2,1,3,4,2,1,4,2,1,7.93437556,NA
62308,client4,3,1,2,2,1,1,3,3,3,3,2,1,1,1,2,1,2,4,3,3,2,2,4,3,3,7.436128047,NA
62761,client4,3,1,2,5,4,1,4,1,3,3,1,1,3,1,3,1,2,1,4,3,3,1,3,3,1,7.761871413,NA
62768,client4,4,4,2,3,2,1,3,1,1,3,1,1,3,3,4,1,2,1,3,3,3,1,2,3,1,9.930737867,NA
62861,client4,4,1,1,6,1,1,1,1,1,4,1,1,1,1,4,1,2,1,4,4,1,3,4,1,1,7.539175981,NA
62952,client4,1,1,2,1,2,1,3,2,3,3,2,1,2,2,4,1,2,1,4,3,3,2,3,4,1,7.666989313,NA
63004,client4,3,1,2,4,0,1,3,3,4,3,1,1,3,2,3,1,2,2,4,3,3,2,3,4,1,7.680915782,NA
63007,client4,4,1,2,1,2,1,4,1,4,1,1,1,1,1,1,1,2,1,1,1,4,1,4,1,1,8.115958323,NA
63032,client4,3,3,2,1,1,1,2,1,3,1,1,1,3,3,1,1,2,1,3,2,3,1,1,3,3,7.53829647,NA
63058,client4,3,2,2,3,1,1,2,2,2,3,1,1,3,3,3,2,2,2,3,1,3,1,3,2,2,13.39273147,NA
63082,client4,3,1,2,0,1,1,3,2,3,3,1,1,2,1,3,1,2,1,2,3,3,1,1,1,1,8.30291795,NA
63099,client4,3,4,1,0,4,1,3,2,4,4,1,1,1,1,1,1,1,1,4,3,2,1,4,4,2,10.14280126,NA
63435,client4,3,1,2,-2,-6,1,2,1,1,4,1,1,1,1,1,1,2,1,2,2,2,1,2,3,1,7.675052609,NA
63439,client4,3,1,2,3,2,1,4,1,1,1,1,1,2,3,2,1,2,1,1,3,3,1,2,3,1,7.148657016,NA
63476,client4,3,1,2,1,7,1,1,1,1,1,1,1,1,3,1,1,2,4,3,4,3,1,3,3,1,11.13209481,NA
63608,client4,4,4,2,1,0,1,3,1,3,3,1,1,1,1,1,1,2,3,3,3,4,1,2,3,1,7.352932005,NA
63625,client4,3,1,1,1,1,1,3,1,1,3,1,2,1,1,4,1,2,1,3,1,3,2,2,1,2,7.90479653,NA
63628,client4,3,1,2,1,1,1,3,2,1,3,1,2,2,2,3,2,2,1,2,3,2,1,3,1,1,7.34768558,NA
63631,client4,3,1,1,3,1,1,3,1,1,4,1,2,1,1,4,1,2,3,1,3,3,1,1,3,1,7.70636052,NA
63633,client4,4,1,2,1,1,1,2,1,2,4,2,1,1,1,3,1,2,1,4,3,3,3,1,2,1,8.040454613,NA
63642,client4,3,1,2,5,5,3,2,1,1,4,1,1,1,1,3,1,2,3,4,3,1,1,4,3,1,8.296732289,NA
63665,client4,3,1,1,3,0,1,1,1,3,1,1,1,1,3,1,1,1,1,3,4,3,1,3,3,1,12.96391399,NA
63699,client4,3,2,2,6,6,1,2,2,3,3,1,1,1,1,3,1,2,2,1,3,2,1,3,2,1,8.702375984,NA
63706,client4,3,1,2,0,0,1,3,1,1,3,1,1,1,1,1,1,2,1,3,4,3,1,1,2,1,8.565295691,NA
63761,client4,3,3,2,3,1,1,3,2,1,2,1,1,2,2,4,1,2,1,2,3,1,1,2,4,1,7.178800219,NA
63842,client4,3,2,2,1,2,4,3,3,1,2,1,2,3,3,2,2,2,1,3,2,3,2,3,2,2,7.925227286,NA
63843,client4,3,2,2,4,1,1,3,2,1,1,1,1,1,1,1,2,2,1,3,3,2,1,3,3,3,8.503572854,NA
63845,client4,3,1,2,0,0,1,1,1,1,3,1,1,3,1,2,1,2,1,4,3,2,1,3,4,2,11.51374672,NA
63846,client4,4,3,2,1,2,1,3,1,2,3,1,1,1,1,2,1,2,2,3,4,3,2,3,3,3,7.693480729,NA
63847,client4,3,3,2,1,2,1,3,2,2,2,2,1,1,1,2,2,2,1,2,1,2,1,3,3,1,7.723088676,NA
63858,client4,3,1,2,1,1,1,2,1,3,2,2,1,2,3,3,2,2,2,3,2,3,2,3,2,1,7.445723585,NA
63891,client4,3,1,2,3,3,4,3,3,2,3,1,1,2,1,4,2,1,1,2,3,3,1,3,3,1,13.42003288,NA
63904,client4,3,1,2,2,3,1,1,1,3,3,1,1,4,1,4,1,2,1,3,2,3,1,1,3,1,7.84107971,NA
63977,client4,3,1,2,7,0,3,3,1,1,1,1,1,1,1,1,1,2,1,3,3,3,1,3,3,3,8.124994099,NA
63978,client4,3,1,2,0,0,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,3,3,1,7.725422307,NA
63991,client4,NA,1,2,3,0,1,3,1,1,NA,1,1,NA,NA,NA,1,2,1,NA,3,1,1,NA,2,NA,7.911446079,NA
64009,client4,4,1,1,0,2,1,3,1,1,4,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,7.951812116,NA
64058,client4,1,1,2,5,5,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,4,9.373247686,NA
64060,client4,2,1,2,2,1,3,4,3,1,2,3,1,1,2,1,1,2,1,3,3,2,3,4,3,1,7.21904523,NA
64075,client4,4,1,2,2,0,1,3,4,1,1,1,1,1,1,1,1,2,1,3,3,1,1,3,2,1,7.353201068,NA
64153,client4,3,1,2,4,1,1,3,2,2,3,1,1,2,3,4,1,2,2,4,3,4,1,3,2,1,7.682039952,NA
64158,client4,4,1,2,1,2,1,1,1,1,4,1,1,1,1,4,1,2,1,4,1,1,1,1,1,1,7.438732293,NA
64180,client4,2,1,2,1,5,1,3,1,1,1,2,1,1,1,1,3,1,1,3,1,1,1,2,1,1,7.668985317,NA
64201,client4,3,1,2,3,1,1,2,1,1,1,1,1,1,1,4,1,2,1,4,3,1,1,4,1,4,7.476415188,NA
64202,client4,3,3,2,0,0,1,3,2,2,3,1,1,3,1,2,2,2,2,3,2,2,1,1,4,1,9.297948329,NA
64206,client4,3,1,2,0,1,1,4,1,1,1,1,1,1,3,3,1,2,3,4,1,4,3,4,4,1,7.58297675,NA
64228,client4,4,1,1,6,3,1,1,4,1,3,1,1,3,1,1,1,2,1,3,2,3,3,3,4,1,7.812798191,NA
64248,client4,4,3,2,2,24,1,3,3,4,2,2,3,3,4,4,1,2,1,4,2,4,1,4,4,4,7.751198721,NA
64285,client4,3,1,2,0,2,4,2,1,1,1,1,1,1,1,3,1,2,1,3,3,2,1,3,1,1,7.763502911,NA
64382,client4,4,2,2,2,0,2,4,1,4,4,1,1,1,1,1,1,2,4,1,3,1,3,4,4,1,8.240039764,NA
64383,client4,3,2,2,2,0,1,3,4,3,1,1,1,1,3,1,1,1,1,2,3,4,1,3,3,1,8.141664775,NA
64480,client4,3,1,2,1,3,1,1,3,1,2,1,1,1,2,1,1,2,2,1,2,3,1,3,3,1,7.895955797,NA
64498,client4,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,13.66520899,NA
64565,client4,1,1,2,1,2,1,4,1,4,1,1,1,1,1,1,1,2,1,4,1,3,1,3,1,1,7.952640085,NA
64583,client4,3,3,1,4,1,1,3,1,3,2,1,1,3,1,1,1,2,2,4,2,3,1,2,4,2,7.778034742,NA
64794,client4,4,1,2,0,1,3,3,1,1,3,1,1,3,2,2,1,2,4,2,3,3,1,2,4,2,11.38505624,NA
64913,client4,1,3,2,4,0,1,4,1,1,1,1,1,1,1,1,1,2,1,3,3,4,1,3,3,1,9.526043633,NA
64956,client4,4,1,2,2,0,3,3,2,1,1,1,1,3,2,3,1,2,1,2,3,3,1,2,3,1,7.203145815,NA
64987,client4,4,4,2,6,0,1,3,1,4,1,1,1,2,1,1,1,2,1,1,3,3,1,1,4,1,8.21511357,NA
64992,client4,3,4,2,2,0,2,3,3,3,3,2,1,3,2,2,2,2,3,2,2,3,2,2,3,2,13.17935293,NA
65001,client4,3,1,2,2,1,1,2,1,3,3,1,2,1,2,1,1,2,1,3,3,1,1,2,2,1,7.497943502,NA
65019,client4,2,1,2,2,3,1,2,2,2,2,1,1,4,3,2,1,2,1,3,4,3,2,3,3,1,7.945409474,NA
65091,client4,3,1,2,0,2,3,3,2,3,2,1,1,2,2,3,2,2,2,3,3,3,1,2,3,1,7.985125545,NA
65117,client4,3,3,2,1,3,1,3,2,3,2,1,2,2,2,2,3,1,2,3,3,3,1,3,3,2,7.357339979,NA
65142,client4,3,4,2,2,1,3,3,2,1,2,1,1,2,2,3,2,1,2,3,3,4,2,2,3,4,8.210233698,NA
65200,client4,1,1,2,0,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,7.547995759,NA
65252,client4,4,1,2,3,1,1,4,1,3,4,1,1,1,2,2,1,2,1,1,3,3,2,2,3,1,7.616105801,NA
65272,client4,3,1,2,0,1,1,3,3,4,3,1,1,1,2,1,1,2,1,3,3,3,2,3,3,3,7.879501531,NA
65331,client4,3,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,4,4,1,1,3,3,3,7.854796724,NA
65334,client4,2,4,2,2,0,4,4,2,2,3,1,1,3,3,2,2,2,2,3,4,4,2,3,4,2,8.087161378,NA
65535,client4,3,1,2,0,2,1,3,1,3,1,1,1,3,1,1,3,2,1,3,3,3,1,1,3,1,7.381602761,NA
65804,client4,3,2,2,4,2,1,4,1,1,1,1,1,1,1,4,1,2,1,4,1,4,1,3,4,1,14.09162158,NA
65868,client4,4,4,2,3,1,1,1,1,3,3,1,1,1,2,1,1,2,1,4,2,3,1,2,3,1,8.163343396,NA
65968,client4,3,1,1,5,2,1,2,2,3,3,1,1,1,1,2,1,1,3,2,3,4,2,3,3,2,8.663203917,NA
66043,client4,4,1,2,2,2,1,3,1,2,1,1,1,1,2,1,1,2,1,4,3,1,1,1,1,1,11.90944509,NA
66114,client4,4,1,2,0,2,1,1,1,1,4,1,1,1,1,3,1,2,1,1,3,4,4,1,1,1,7.32122427,NA
66115,client4,3,3,2,3,2,2,3,3,1,3,1,1,2,1,1,1,2,1,4,3,4,1,2,4,1,7.965959723,NA
66116,client4,3,1,1,2,0,1,2,3,2,2,1,1,1,1,1,1,1,1,3,4,2,1,3,3,1,7.967626046,NA
66117,client4,3,4,2,4,2,1,3,2,1,3,1,1,2,1,2,1,2,1,3,3,3,1,3,3,1,7.369172147,NA
66118,client4,3,3,2,2,2,1,4,1,1,1,1,1,1,1,1,1,2,1,1,3,4,1,3,4,1,11.07306504,NA
66119,client4,1,3,2,9,2,1,2,3,1,2,1,1,1,1,4,1,2,3,3,3,4,3,2,4,1,8.028380496,NA
66120,client4,3,1,2,2,0,1,2,1,1,2,1,1,3,1,4,1,2,1,3,3,3,2,2,2,3,7.131744872,NA
66121,client4,3,1,2,1,1,1,1,1,3,3,1,1,1,1,3,2,2,1,1,3,1,1,3,2,1,8.488795363,NA
66195,client4,3,1,2,2,2,1,4,1,1,3,1,1,1,1,1,1,2,1,2,3,1,1,3,4,1,12.70934454,NA
66204,client4,3,3,1,7,1,1,3,1,3,3,1,1,3,3,3,1,1,1,4,3,1,1,4,3,3,8.092673696,NA
66316,client4,3,3,2,0,1,1,3,2,2,3,2,1,3,1,2,1,2,1,3,3,2,2,3,3,2,7.148284421,NA
66458,client4,2,1,2,1,3,1,3,2,3,3,1,1,2,2,2,2,2,3,2,2,2,1,2,4,2,7.780494879,NA
66465,client4,3,1,2,7,0,3,3,2,2,4,1,1,1,1,3,2,1,2,1,2,2,2,2,3,2,7.812194053,NA
66531,client4,3,1,2,4,4,2,3,1,3,3,1,1,3,1,1,1,1,1,2,2,3,2,2,3,2,6.956885385,NA
66625,client4,3,1,2,2,1,1,3,4,3,3,1,1,1,2,1,1,2,3,3,3,3,1,3,3,1,7.94492753,NA
66674,client4,3,1,2,1,2,1,3,4,1,3,1,1,1,1,1,1,2,1,1,3,3,1,4,1,1,13.98521324,NA
67177,client4,3,1,2,0,0,1,3,3,2,2,2,1,2,3,4,1,2,1,4,3,3,2,3,4,4,7.81850549,NA
67202,client4,3,1,2,4,1,1,4,2,3,3,1,1,1,1,3,1,2,3,3,2,3,2,1,2,1,7.750597514,NA
67328,client4,3,4,1,1,0,3,3,1,1,1,2,1,3,2,4,1,2,1,1,3,2,1,1,2,1,6.911047853,NA
68250,client4,3,1,2,1,0,1,3,1,1,3,1,1,2,1,2,1,2,2,4,2,2,1,3,3,3,7.889596645,NA
68991,client4,3,1,2,0,6,1,3,2,1,2,1,1,2,3,3,2,2,2,4,2,3,1,2,1,1,7.739217704,NA
68994,client4,3,2,2,-1,0,3,3,2,3,3,2,1,3,2,3,2,2,2,3,3,3,1,3,3,2,8.076336008,NA
68998,client4,3,3,2,2,1,3,2,2,3,3,1,1,2,1,1,2,2,1,3,3,3,3,3,2,2,9.266015826,NA
69003,client4,3,1,2,2,1,3,4,1,1,3,2,2,3,3,2,1,2,2,3,3,3,2,4,3,2,7.469971682,NA
69005,client4,4,4,2,3,1,1,1,2,2,1,1,1,3,2,1,1,2,1,2,3,3,1,2,3,1,9.101716315,NA
69008,client4,3,1,2,0,1,1,3,1,1,3,1,1,2,2,2,1,2,2,3,2,1,1,3,2,1,12.33675713,NA
69009,client4,1,1,1,1,0,1,1,1,1,4,1,1,1,1,4,1,2,1,1,1,1,1,4,1,1,8.303029451,NA
69011,client4,2,1,2,3,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,2,1,8.139307452,NA
69291,client4,3,3,2,4,1,3,4,3,1,3,1,1,1,1,3,1,2,1,3,3,3,1,3,3,1,8.075308571,NA
69334,client4,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,4,3,1,1,3,1,1,11.74126438,NA
69336,client4,3,1,2,1,1,1,3,2,1,3,1,1,1,1,1,1,2,1,3,3,2,1,2,2,2,7.852889217,NA
70108,client4,3,2,2,0,1,1,4,1,1,4,1,1,3,2,3,1,2,1,4,2,3,1,2,2,3,7.341761844,NA
70192,client4,1,1,2,0,4,1,2,1,1,2,1,1,1,2,1,1,2,1,4,1,1,1,1,3,1,7.735986958,NA
70262,client4,3,1,2,0,2,1,3,2,3,3,1,1,3,1,2,1,1,1,2,3,4,1,4,2,1,7.679860579,NA
70298,client4,4,1,2,0,13,1,2,1,4,4,1,1,4,1,1,1,2,1,4,2,4,1,1,2,4,7.538949393,NA
70491,client4,3,1,2,0,1,1,3,1,1,3,1,1,3,1,4,1,2,1,3,3,3,1,3,3,3,7.509672743,NA
70577,client4,3,3,2,1,1,1,3,2,3,2,1,1,2,1,2,1,1,2,4,2,3,2,2,3,3,7.570606641,NA
70595,client4,3,1,2,0,5,2,3,2,2,2,1,1,2,2,1,2,2,1,4,3,2,1,2,2,3,7.727591497,NA
70670,client4,4,1,2,0,4,1,4,1,2,4,1,1,1,1,4,1,2,1,4,3,4,2,4,4,1,7.883789303,NA
70682,client4,1,1,1,0,7,1,4,3,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,8.98237823,NA
70735,client4,3,1,2,3,1,1,3,1,1,3,1,1,2,1,1,1,2,1,4,3,3,2,2,3,2,7.211370738,NA
70740,client4,1,1,1,19,14,1,3,4,1,4,1,1,1,1,1,1,2,1,4,1,4,1,4,1,2,8.094869472,NA
70824,client4,3,1,2,4,0,1,3,1,2,3,1,1,1,3,3,1,2,1,4,3,3,1,2,1,1,8.963026431,NA
71050,client4,3,2,2,0,4,2,2,1,1,1,1,1,1,1,3,1,2,1,3,2,1,1,2,1,1,8.925605818,NA
71205,client4,3,1,2,2,0,1,2,1,1,3,1,1,1,3,1,1,2,1,4,1,1,1,1,1,3,7.645282437,NA
71321,client4,3,1,2,9,1,1,3,3,1,2,1,1,3,1,3,2,2,1,2,1,3,1,2,2,2,7.5262257869999996,NA
71396,client4,3,1,2,8,2,1,3,1,1,4,1,4,4,1,2,1,2,3,3,3,3,2,3,4,2,8.433133744,NA
71424,client4,1,1,2,0,3,1,3,1,1,3,1,1,3,3,1,1,2,1,4,3,1,1,2,2,1,7.109990568,NA
71550,client4,4,1,2,2,1,1,4,1,3,4,1,1,3,2,1,1,2,3,4,4,3,1,3,4,1,7.954502882,NA
71641,client4,3,3,1,0,-4,3,3,1,1,3,1,1,1,3,4,1,2,1,4,3,3,1,3,2,1,7.652886565,NA
71680,client4,3,1,2,0,0,4,4,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,3,1,7.19161606,NA
71995,client4,3,1,2,1,2,3,1,1,3,1,1,1,2,2,4,1,2,1,3,1,2,2,1,1,1,9.498997769,NA
72011,client4,3,3,2,2,0,1,4,2,3,2,1,1,2,2,2,1,2,1,4,2,3,3,2,3,1,13.08466294,NA
