user_id,client,tenure_length,currently_employed,hire_job_category
42308,client11,4608,N,nursing
75595,client11,3005,N,nursing
79081,client11,164,N,nursing
78115,client11,2736,N,nursing
78115,client11,575.5,Y,nursing
41901,client11,581,N,nursing
109307,client11,3700,N,nursing
107487,client11,3025,N,nursing
114358,client11,273,N,nursing
99504,client11,259,N,nursing
138059,client11,4412,N,nursing
92816,client11,1792,N,patient_care
91272,client11,1635,N,nursing
44934,client11,3897,N,nursing
43733,client11,630,N,nursing
39760,client11,3347,N,nursing
47817,client11,872,N,nursing
96014,client11,138,N,nursing
38746,client11,4549,Y,nursing
112462,client11,75,N,nursing
55620,client11,593,N,nursing
97240,client11,534,N,nursing
44110,client11,2767,N,patient_care
96594,client11,3494,N,dietary
53849,client11,803,Y,nursing
94541,client11,1357,N,patient_care
40645,client11,810,Y,nursing
66775,client11,1701,N,nursing
25606,client11,1994,N,patient_care
84407,client11,859.5,N,administrative
133110,client11,1544,N,patient_care
86325,client11,2977,N,nursing
86325,client11,30,N,nursing
93124,client11,104,N,nursing
93124,client11,31,N,nursing
77494,client11,3894,N,patient_care
66718,client11,1189,N,patient_care
66718,client11,2375,Y,nursing
105830,client11,535,N,aide
101265,client11,51,N,nursing
70604,client11,150,Y,nursing
39084,client11,3012,N,nursing
38752,client11,1189,N,administrative
38752,client11,203,N,nursing
116723,client11,2464,N,nursing
116723,client11,325.5,N,nursing
99676,client11,2135,N,nursing
55094,client11,1729,N,nursing
55094,client11,578,N,nursing
39883,client11,3086,N,nursing
92247,client11,0,N,nursing
92247,client11,1443,N,nursing
113109,client11,3053,Y,nursing
115859,client11,3748,N,patient_care
11422,client11,759,Y,patient_care
66871,client11,2943,N,patient_care
53021,client11,15,N,nursing
88368,client11,1338,N,nursing
64368,client11,2196,Y,nursing
122873,client11,257.5,N,nursing
55704,client11,3590,N,nursing
66745,client11,3572,N,nursing
84055,client11,1987,Y,patient_care
81017,client11,564.5,N,nursing
59642,client11,3565,N,nursing
15781,client11,872,N,housekeeping
15781,client11,1514,N,housekeeping
44196,client11,2020,N,patient_care
58793,client11,3537,Y,patient_care
11372,client11,1832,N,patient_care
11372,client11,1615,N,patient_care
38290,client11,1482,Y,nursing
12012,client11,1026,N,patient_care
134704,client11,3481,N,patient_care
112636,client11,695,N,nursing
112636,client11,505,Y,nursing
39450,client11,3471,N,nursing
6800,client11,1752,N,patient_care
55990,client11,73,N,patient_care
38527,client11,3446,Y,nursing
117595,client11,2291,N,patient_care
84233,client11,1777,N,patient_care
86818,client11,1159,N,patient_care
86818,client11,1355,N,patient_care
95365,client11,3446,N,nursing
105615,client11,1320,N,nursing
105615,client11,463,N,nursing
87817,client11,2420,N,nursing
87817,client11,546,N,nursing
41726,client11,2056,N,nursing
41726,client11,1107,N,nursing
138977,client11,127,N,housekeeping
30089,client11,3397,N,housekeeping
39029,client11,1052.5,N,patient_care
89215,client11,1471,N,housekeeping
93854,client11,1484,Y,nursing
60795,client11,2558,N,nursing
90907,client11,1270,N,dietary
100252,client11,535,N,aide
3421,client11,1076,N,patient_care
3421,client11,2053,N,patient_care
41921,client11,975,Y,nursing
41921,client11,1765,N,nursing
6644,client11,100,N,patient_care
87790,client11,604,N,nursing
87790,client11,136,N,nursing
87790,client11,558.5,N,nursing
50601,client11,2276,N,nursing
50601,client11,113,N,nursing
41047,client11,3292,N,patient_care
51159,client11,1731,N,nursing
69217,client11,1569,N,nursing
56126,client11,1271,N,nursing
10136,client11,691,N,patient_care
53514,client11,744,N,nursing
47805,client11,370,N,nursing
39027,client11,614,N,nursing
39027,client11,105,Y,nursing
71495,client11,633,N,nursing
13953,client11,844,N,patient_care
13953,client11,230,N,patient_care
38584,client11,1201,N,administrative
84786,client11,2793,N,patient_care
38620,client11,3158,N,patient_care
38087,client11,3145,N,nursing
118130,client11,3131,N,administrative
133525,client11,1276,N,nursing
114704,client11,1137,N,housekeeping
39644,client11,363,N,nursing
45129,client11,2188,N,patient_care
45129,client11,903,N,nursing
39455,client11,2287,N,patient_care
44555,client11,185,N,nursing
23914,client11,3075,N,dietary
63740,client11,2244,N,nursing
48496,client11,1936,N,patient_care
128985,client11,1285,Y,nursing
128985,client11,288,N,nursing
51380,client11,3040,N,nursing
56553,client11,2389,N,patient_care
37589,client11,3026,N,administrative
37800,client11,212,N,administrative
49930,client11,3005,N,patient_care
48089,client11,3005,N,nursing
51931,client11,2449,Y,nursing
119466,client11,1977,N,nursing
72882,client11,2630,N,nursing
19712,client11,416,N,housekeeping
80663,client11,142,N,nursing
93834,client11,1203,Y,patient_care
93834,client11,1528,N,patient_care
44511,client11,970,N,nursing
44511,client11,751,Y,nursing
48140,client11,654,N,nursing
55249,client11,2026,N,nursing
75015,client11,270,N,nursing
91813,client11,54,N,nursing
91813,client11,944,N,nursing
63762,client11,54,N,nursing
63762,client11,336,N,nursing
63762,client11,697,N,nursing
9736,client11,1715,Y,patient_care
21471,client11,2837,N,patient_care
2834,client11,1032,N,patient_care
44217,client11,52,N,nursing
38732,client11,560,N,nursing
38418,client11,945,N,patient_care
47012,client11,1769,Y,nursing
47012,client11,845,N,nursing
98895,client11,932,N,nursing
98895,client11,488,N,nursing
77133,client11,0,N,nursing
84303,client11,414,N,aide
116156,client11,251.5,N,nursing
38994,client11,198,N,nursing
38994,client11,78,N,nursing
112097,client11,10,Y,nursing
53151,client11,1476,N,nursing
92944,client11,1020,Y,nursing
92944,client11,1117,Y,nursing
4462,client11,328,N,patient_care
19776,client11,402,N,administrative
77755,client11,560,N,housekeeping
49493,client11,2315,N,nursing
28884,client11,32,N,administrative
44562,client11,1,Y,nursing
44562,client11,1186,N,nursing
19820,client11,410,N,patient_care
19820,client11,230,N,patient_care
19820,client11,1370.5,N,patient_care
107781,client11,259,Y,nursing
107781,client11,538,N,nursing
109490,client11,328,N,nursing
39031,client11,2107,N,nursing
89874,client11,184,N,nursing
70333,client11,514,N,nursing
87040,client11,1727,N,nursing
39233,client11,1392,N,nursing
64214,client11,203,N,nursing
50907,client11,214,Y,nursing
43118,client11,903,N,nursing
82383,client11,1826,Y,housekeeping
78572,client11,89,N,patient_care
46104,client11,1274,N,nursing
70334,client11,27,Y,nursing
3374,client11,818,N,patient_care
38919,client11,2317,N,nursing
11706,client11,19,N,patient_care
53838,client11,1874,N,nursing
43535,client11,1792,Y,nursing
68559,client11,2255,N,nursing
101223,client11,1719,N,nursing
16333,client11,953,N,patient_care
57360,client11,51,N,nursing
54909,client11,1365,N,administrative
54909,client11,1111,N,administrative
116063,client11,16,N,nursing
115015,client11,649,N,nursing
115015,client11,395,N,nursing
140013,client11,1463,N,nursing
96001,client11,230,N,nursing
14890,client11,898,N,patient_care
14890,client11,1514,N,patient_care
48183,client11,1168,N,administrative
148325,client11,49,Y,nursing
42544,client11,858,N,housekeeping
37254,client11,58,N,housekeeping
115206,client11,223,N,patient_care
115206,client11,362,N,patient_care
29055,client11,889,N,administrative
30659,client11,1674,Y,administrative
86333,client11,74,Y,patient_care
12240,client11,0,N,patient_care
66823,client11,811,N,nursing
113282,client11,605,N,nursing
113282,client11,534,N,nursing
10116,client11,742,Y,patient_care
72605,client11,169,N,nursing
95808,client11,404.5,Y,patient_care
132780,client11,1298,N,nursing
101079,client11,2466,N,nursing
43734,client11,390,Y,nursing
51760,client11,418,N,patient_care
70709,client11,58,N,nursing
70709,client11,581,N,nursing
5618,client11,1332,N,administrative
125984,client11,671,N,nursing
125984,client11,277,N,nursing
63971,client11,2431,N,patient_care
77967,client11,619,N,nursing
61147,client11,1195,N,administrative
13868,client11,586,N,housekeeping
96929,client11,48,N,nursing
62279,client11,2180,N,nursing
43749,client11,1059,N,nursing
43749,client11,273,N,nursing
55434,client11,2389,N,patient_care
48976,client11,403,N,nursing
58682,client11,361,N,nursing
40424,client11,2375,N,nursing
10421,client11,635,N,administrative
55938,client11,1915,N,patient_care
51953,client11,2375,N,nursing
54577,client11,1419,Y,patient_care
54667,client11,839,N,nursing
37940,client11,2354,N,nursing
12739,client11,163,N,housekeeping
46512,client11,0,N,nursing
6709,client11,419,Y,patient_care
140148,client11,347,N,nursing
42427,client11,210,N,patient_care
41358,client11,2284,N,nursing
47688,client11,1441,N,nursing
40030,client11,436,N,patient_care
86891,client11,95,N,nursing
80607,client11,900,N,nursing
21626,client11,0,Y,patient_care
147749,client11,1250,N,patient_care
7064,client11,2235,N,patient_care
38863,client11,276,N,nursing
56604,client11,1581,N,nursing
112260,client11,461,N,patient_care
112260,client11,774,N,patient_care
50973,client11,1688,N,nursing
39781,client11,1382,N,nursing
58699,client11,877,N,nursing
133037,client11,391,N,nursing
133037,client11,690,N,nursing
44121,client11,28,N,nursing
77079,client11,45,N,nursing
42175,client11,887,N,housekeeping
39356,client11,1850,N,nursing
58062,client11,1676,Y,administrative
9725,client11,364,N,patient_care
37450,client11,218,N,nursing
37450,client11,1060,Y,nursing
42368,client11,263,N,nursing
42368,client11,1060,N,nursing
17608,client11,951,N,patient_care
64130,client11,1202,N,patient_care
14748,client11,256,N,dietary
66845,client11,948,N,patient_care
61989,client11,1231,N,nursing
2916,client11,181,Y,patient_care
48959,client11,991,N,nursing
48959,client11,202,N,nursing
10598,client11,1034,N,dietary
42874,client11,261,N,nursing
42874,client11,281,N,nursing
3408,client11,522,N,patient_care
80632,client11,1559,N,nursing
43611,client11,870.5,N,nursing
107719,client11,1620,N,nursing
107719,client11,414,N,nursing
95901,client11,2080,N,administrative
3339,client11,2067,N,patient_care
3600,client11,2067,N,patient_care
68927,client11,2080,N,nursing
41902,client11,27,N,nursing
60943,client11,20,N,nursing
3656,client11,2067,N,patient_care
3407,client11,704,N,patient_care
3403,client11,489,N,patient_care
54384,client11,2053,N,patient_care
84269,client11,26,N,patient_care
69204,client11,1783,N,patient_care
71328,client11,534,N,nursing
101615,client11,44,Y,nursing
102617,client11,833,Y,nursing
38917,client11,579,N,nursing
4440,client11,19,Y,administrative
4443,client11,799,N,patient_care
4171,client11,859,N,patient_care
4433,client11,1118,N,administrative
4842,client11,1514,N,patient_care
4865,client11,792,Y,patient_care
4052,client11,1916,Y,patient_care
78377,client11,921,N,nursing
5031,client11,762,N,patient_care
107620,client11,14,N,housekeeping
54867,client11,27,N,patient_care
4542,client11,605,Y,patient_care
85277,client11,348,N,patient_care
5661,client11,274,N,patient_care
5128,client11,1245,N,administrative
85758,client11,1885,N,housekeeping
133053,client11,551.5,N,administrative
13782,client11,27,N,housekeeping
17248,client11,845,N,dietary
5725,client11,2,N,patient_care
6026,client11,1871,N,patient_care
5907,client11,14,Y,patient_care
4863,client11,145,N,patient_care
5889,client11,483,N,administrative
5761,client11,119,N,administrative
5491,client11,1850,N,patient_care
5861,client11,1822,Y,patient_care
5890,client11,1850,N,patient_care
51944,client11,1850,Y,nursing
5733,client11,1836,N,patient_care
6128,client11,1281,N,patient_care
5654,client11,1365,Y,patient_care
6630,client11,1822,N,patient_care
6359,client11,13,N,patient_care
71475,client11,1638,Y,patient_care
138470,client11,31,N,nursing
6473,client11,1808,N,patient_care
5887,client11,1808,N,patient_care
65943,client11,1195,N,nursing
69348,client11,188,N,nursing
42513,client11,405,N,nursing
6655,client11,121,Y,patient_care
6729,client11,836,N,patient_care
4210,client11,1808,N,patient_care
6728,client11,420,N,patient_care
6810,client11,505,N,patient_care
40623,client11,1808,N,nursing
6593,client11,530,N,patient_care
6343,client11,1794,N,patient_care
6747,client11,1313,N,patient_care
64016,client11,369,Y,nursing
48779,client11,298,Y,nursing
7146,client11,235,Y,patient_care
63284,client11,514,N,nursing
7152,client11,151,N,patient_care
7347,client11,859,N,patient_care
7074,client11,162,N,patient_care
5563,client11,1773,Y,administrative
6674,client11,835,N,patient_care
6674,client11,184,Y,patient_care
7217,client11,1773,N,patient_care
7545,client11,230,N,patient_care
7354,client11,1773,N,patient_care
7541,client11,1376,N,patient_care
7443,client11,1223,Y,patient_care
111396,client11,194,N,nursing
7877,client11,236,N,administrative
49347,client11,994,Y,nursing
68361,client11,457,N,nursing
6425,client11,1752,N,patient_care
6846,client11,25,N,patient_care
8156,client11,1286,N,patient_care
100107,client11,1710,N,nursing
6889,client11,653,N,patient_care
7749,client11,993,N,patient_care
18409,client11,32,N,housekeeping
13504,client11,1731,N,dietary
7302,client11,14,N,patient_care
7779,client11,1661,N,patient_care
90047,client11,882,N,nursing
45729,client11,148,N,nursing
44124,client11,1184,N,patient_care
7640,client11,349,N,patient_care
8035,client11,1579,N,administrative
7449,client11,1285,N,administrative
13639,client11,1146,N,dietary
8298,client11,1355,N,patient_care
9308,client11,1559,N,patient_care
8433,client11,1463,N,patient_care
8417,client11,383,Y,patient_care
9433,client11,1103,N,patient_care
9181,client11,524,N,patient_care
8490,client11,170,N,patient_care
134927,client11,761,N,aide
9808,client11,73,N,patient_care
18056,client11,274,N,housekeeping
90952,client11,1257,N,nursing
9935,client11,867,N,patient_care
9799,client11,1647,N,patient_care
10151,client11,182,Y,patient_care
64601,client11,1647,N,nursing
10645,client11,1633,Y,administrative
9937,client11,355,Y,patient_care
52133,client11,92,N,nursing
8054,client11,911,N,administrative
10270,client11,399,N,patient_care
10044,client11,175,N,administrative
8089,client11,126,N,patient_care
28595,client11,1619,N,housekeeping
38235,client11,95,N,nursing
137906,client11,,N,nursing
42510,client11,114,N,nursing
53695,client11,675,N,nursing
11305,client11,1035,N,patient_care
10024,client11,1002,N,patient_care
111128,client11,92,N,nursing
16979,client11,136,N,patient_care
46046,client11,1498,N,nursing
11313,client11,859,N,patient_care
55556,client11,514,N,nursing
9482,client11,1563,N,patient_care
13809,client11,29,N,dietary
11347,client11,1615,Y,patient_care
10889,client11,383,N,patient_care
11730,client11,1552,N,administrative
11544,client11,826,N,patient_care
87715,client11,1291,N,nursing
10858,client11,341,N,patient_care
11354,client11,1310,N,patient_care
10048,client11,224,N,patient_care
10817,client11,1587,N,patient_care
11726,client11,1167,N,patient_care
11400,client11,19,N,patient_care
10653,client11,271,N,patient_care
10856,client11,901,N,patient_care
10766,client11,500,N,patient_care
12515,client11,1535,N,housekeeping
12400,client11,1535,N,housekeeping
8556,client11,1587,N,patient_care
11491,client11,200,N,patient_care
3517,client11,1587,Y,patient_care
12197,client11,1521,N,dietary
12567,client11,7,N,dietary
41530,client11,18,N,nursing
12722,client11,60,N,housekeeping
11667,client11,40,N,administrative
12942,client11,969,N,dietary
12002,client11,1587,N,patient_care
11670,client11,551,N,administrative
12925,client11,30,N,dietary
62979,client11,6,N,dietary
10520,client11,926,N,administrative
13012,client11,423,N,dietary
12760,client11,958,N,dietary
11602,client11,34,N,administrative
12156,client11,900,N,patient_care
12424,client11,34,N,dietary
12640,client11,30,N,housekeeping
88457,client11,757,N,nursing
12636,client11,82,N,housekeeping
12966,client11,1579,N,housekeeping
12258,client11,1559,N,patient_care
12162,client11,1559,Y,patient_care
13043,client11,1559,N,patient_care
12305,client11,611,N,patient_care
12142,client11,535,N,patient_care
11568,client11,1559,N,patient_care
12844,client11,939,N,patient_care
108762,client11,887,N,nursing
13078,client11,433,N,housekeeping
13151,client11,1559,N,patient_care
13017,client11,436,N,housekeeping
106830,client11,269,N,aide
10986,client11,413,N,patient_care
13307,client11,57,N,administrative
124953,client11,140,N,dietary
12605,client11,134,N,patient_care
13582,client11,159,N,administrative
12971,client11,1559,N,patient_care
14193,client11,1569,N,housekeeping
12454,client11,1559,N,patient_care
12996,client11,502,N,patient_care
14256,client11,297,N,housekeeping
79563,client11,559,N,nursing
13550,client11,1569,Y,administrative
13671,client11,978,N,dietary
98137,client11,27,N,nursing
13982,client11,60,N,patient_care
11520,client11,148,N,patient_care
13062,client11,1569,N,dietary
150158,client11,1569,Y,aide
15044,client11,156,N,housekeeping
12967,client11,1020,N,housekeeping
14540,client11,251,Y,housekeeping
39304,client11,653,N,nursing
14561,client11,1569,N,patient_care
12813,client11,1569,N,dietary
50760,client11,1236,N,nursing
137586,client11,1114,N,aide
13286,client11,1111,N,administrative
14993,client11,1569,N,administrative
15362,client11,1569,Y,dietary
80812,client11,1559,N,patient_care
15140,client11,1559,N,housekeeping
15025,client11,36,N,patient_care
14399,client11,404,N,administrative
14992,client11,119,N,patient_care
15734,client11,1569,N,patient_care
43668,client11,210,N,patient_care
14138,client11,1569,N,patient_care
15988,client11,868,Y,administrative
13044,client11,341,Y,administrative
37409,client11,258,N,nursing
101987,client11,1559,N,nursing
16802,client11,1060,Y,patient_care
16892,client11,320,Y,administrative
16116,client11,1514,Y,housekeeping
16961,client11,253,N,housekeeping
102730,client11,1514,N,nursing
133628,client11,1514,N,nursing
37427,client11,1514,Y,nursing
75260,client11,1514,N,nursing
57330,client11,880,N,patient_care
52233,client11,123,N,nursing
67162,client11,1514,N,nursing
13072,client11,1488.5,N,patient_care
17557,client11,1514,N,administrative
27700,client11,603,N,patient_care
16689,client11,1488.5,N,patient_care
14328,client11,1488.5,N,patient_care
65488,client11,1067,N,patient_care
17237,client11,550,N,administrative
66728,client11,1463,N,nursing
37403,client11,972,N,nursing
47338,client11,581,N,nursing
112128,client11,1463,N,nursing
51606,client11,379,N,nursing
54341,client11,850,Y,nursing
61110,client11,1376,N,nursing
82395,client11,1376,N,nursing
17615,client11,409,N,patient_care
16299,client11,588,Y,patient_care
16299,client11,868,N,administrative
18149,client11,1376,N,patient_care
16738,client11,338,N,patient_care
17450,client11,455,N,patient_care
15987,client11,671,N,patient_care
18311,client11,1370.5,N,dietary
17799,client11,1370.5,N,dietary
13981,client11,78,N,dietary
42114,client11,30,N,nursing
83076,client11,1370.5,N,nursing
16695,client11,910,Y,patient_care
18475,client11,985,N,dietary
18781,client11,1370.5,N,dietary
18565,client11,649,N,housekeeping
128893,client11,1370.5,N,dietary
16072,client11,449,Y,administrative
38129,client11,1370.5,N,nursing
18468,client11,207,N,patient_care
109689,client11,1360,N,nursing
19686,client11,604,N,patient_care
19790,client11,1365,N,patient_care
18401,client11,1360,N,patient_care
19393,client11,27,N,patient_care
42798,client11,1111,N,administrative
19498,client11,27,N,patient_care
19664,client11,1365,N,patient_care
86361,client11,425,N,nursing
20391,client11,459,N,patient_care
83425,client11,1360,N,patient_care
65887,client11,109,N,nursing
103674,client11,1355,N,nursing
21145,client11,415,N,administrative
38946,client11,36,N,nursing
101030,client11,684,N,nursing
48280,client11,289,N,nursing
65875,client11,1355,N,nursing
21287,client11,1045,N,patient_care
53745,client11,579,Y,nursing
66732,client11,871,N,nursing
45492,client11,1355,N,nursing
39500,client11,1009,N,nursing
74164,client11,80,N,nursing
108292,client11,1355,Y,nursing
73047,client11,37,N,nursing
73047,client11,1311.5,N,nursing
22466,client11,251,N,patient_care
126778,client11,1355,N,nursing
69495,client11,436,N,dietary
69495,client11,580,N,housekeeping
37743,client11,995,N,nursing
61389,client11,572,N,nursing
22033,client11,32,N,patient_care
48129,client11,306,Y,nursing
44339,client11,1313,N,nursing
21965,client11,603,N,patient_care
22076,client11,552,N,administrative
16712,client11,1360,Y,patient_care
65448,client11,513,N,nursing
73902,client11,222,N,nursing
73902,client11,262,Y,nursing
22838,client11,266,N,housekeeping
22506,client11,611,N,patient_care
23102,client11,1311.5,N,housekeeping
45569,client11,1311.5,N,housekeeping
65903,client11,697,Y,nursing
45579,client11,845,N,nursing
24327,client11,1311.5,N,housekeeping
24319,client11,183,N,housekeeping
44512,client11,903,N,nursing
23446,client11,518,N,patient_care
48127,client11,1311.5,N,nursing
43190,client11,202,N,nursing
23825,client11,1311.5,N,dietary
24245,client11,48,N,dietary
22940,client11,86,N,patient_care
56337,client11,382,N,nursing
23554,client11,908,N,patient_care
23277,client11,1355,N,patient_care
24064,client11,1355,Y,patient_care
24495,client11,29,N,patient_care
23835,client11,106,N,patient_care
25560,client11,1311.5,Y,dietary
23630,client11,583,N,patient_care
96771,client11,604,Y,aide
24851,client11,1311.5,N,dietary
23280,client11,29,N,administrative
19394,client11,1313,N,patient_care
23822,client11,228,N,patient_care
25607,client11,1298,N,dietary
46218,client11,100,N,nursing
24057,client11,1298,N,dietary
26179,client11,1313,Y,patient_care
24804,client11,1313,N,patient_care
26437,client11,218,N,patient_care
92527,client11,499,N,nursing
92527,client11,142,N,nursing
23211,client11,48,N,patient_care
21029,client11,875,N,patient_care
23100,client11,501,N,patient_care
40956,client11,102,N,nursing
40956,client11,,Y,nursing
21920,client11,750,N,patient_care
27651,client11,95,N,patient_care
25601,client11,221,N,patient_care
26386,client11,331,N,patient_care
26687,client11,417,N,patient_care
24809,client11,1285,N,dietary
23328,client11,398,N,patient_care
27544,client11,1285,N,dietary
28439,client11,132,N,administrative
27242,client11,1285,N,dietary
21869,client11,20,N,administrative
48901,client11,175,N,nursing
23710,client11,10,N,patient_care
29925,client11,1,N,housekeeping
28666,client11,502,N,patient_care
28002,client11,1263,N,patient_care
24531,client11,16,N,housekeeping
27708,client11,114,N,housekeeping
29363,client11,442,N,dietary
29497,client11,589,N,dietary
37543,client11,537,N,nursing
25758,client11,643,N,administrative
86779,client11,1234,N,nursing
110929,client11,1223,N,nursing
29704,client11,1245,N,administrative
38621,client11,608,N,nursing
38061,client11,72,N,patient_care
39033,client11,263,N,housekeeping
38979,client11,845,N,nursing
84327,client11,366,N,nursing
38729,client11,1223,Y,nursing
38043,client11,1223,N,nursing
37914,client11,851,N,administrative
25509,client11,1286,N,patient_care
38655,client11,569,N,nursing
38898,client11,543,N,patient_care
39200,client11,1286,N,patient_care
38250,client11,1223,N,nursing
28646,client11,306,Y,patient_care
38090,client11,21,N,patient_care
39328,client11,824,N,dietary
37250,client11,1181.5,N,administrative
39249,client11,1167,N,nursing
38128,client11,1167,N,nursing
39023,client11,1167,N,nursing
38728,client11,235,N,nursing
29837,client11,88,N,administrative
40034,client11,1167,N,nursing
38909,client11,108,N,nursing
38126,client11,1167,N,nursing
40074,client11,1167,N,nursing
40967,client11,1167,Y,nursing
41276,client11,135,N,nursing
40633,client11,139,N,patient_care
39951,client11,234,N,nursing
39951,client11,697,Y,nursing
38996,client11,207,Y,nursing
38473,client11,1167,N,nursing
39924,client11,154,N,nursing
40316,client11,168,N,nursing
38912,client11,1167,N,nursing
40326,client11,1107,N,patient_care
30133,client11,602,N,patient_care
40808,client11,545,N,nursing
41565,client11,414,N,nursing
40417,client11,326,N,patient_care
40147,client11,1107,Y,nursing
41930,client11,1107,N,nursing
26245,client11,76,N,patient_care
27043,client11,660,N,dietary
41159,client11,57,N,patient_care
38699,client11,1107,N,nursing
38649,client11,428,N,patient_care
41525,client11,1060,N,nursing
41619,client11,1060,Y,nursing
37846,client11,584,N,nursing
41421,client11,761,N,patient_care
39128,client11,107,N,nursing
41719,client11,1045,N,nursing
41384,client11,402,N,nursing
43917,client11,1045,N,nursing
42400,client11,73,Y,nursing
41494,client11,803,N,nursing
43911,client11,1111,N,administrative
39988,client11,903,N,nursing
44812,client11,154,N,nursing
38478,client11,1103,N,patient_care
41680,client11,27,N,nursing
43317,client11,167,Y,nursing
44227,client11,903,Y,nursing
39362,client11,121,N,nursing
112243,client11,903,N,nursing
42456,client11,903,Y,nursing
43925,client11,36,N,nursing
98901,client11,347.5,Y,nursing
42604,client11,903,N,nursing
40973,client11,186,N,patient_care
44071,client11,1026,N,housekeeping
45377,client11,192,Y,nursing
44676,client11,38,N,housekeeping
45057,client11,165,N,nursing
43907,client11,786,N,housekeeping
45769,client11,903,N,nursing
45875,client11,903,N,nursing
38963,client11,229,N,patient_care
36814,client11,518,N,patient_care
44209,client11,903,Y,nursing
45088,client11,81,N,nursing
44591,client11,460,N,nursing
43642,client11,45,N,nursing
39352,client11,1081.5,N,patient_care
44252,client11,1081.5,N,patient_care
41488,client11,903,N,nursing
40950,client11,1081.5,N,patient_care
38083,client11,903,N,nursing
46807,client11,896,N,nursing
46212,client11,175,N,nursing
47440,client11,30,N,nursing
49358,client11,247,N,dietary
48414,client11,184,N,nursing
46426,client11,969,N,dietary
90151,client11,1002,N,aide
45999,client11,896,Y,nursing
